JOURNAL NAME;AREA
Annales de l'Institut Fourier ; mathphysics
in Vivo ; medical
Information & Software Technology ; eecs
Mechanics of Materials ; engineering
Journal of Agromedicine ; eecs
Communications in Contemporary Mathematics ; mathphysics
Journal of Macromolecular Science-polymer Reviews ; chem
Physical Review D ; mathphysics
Current Topics in Developmental Biology ; medical
American Ceramic Society Bulletin ; engineering
Journal of Asia-pacific Entomology ; bio
Middle East Policy ; social
American Literary History ; humanities
Entomologica Fennica ; bio
Mrs Bulletin ; chem
Metabolic Syndrome and Related Disorders ; medical
European Heart Journal Supplements ; medical
Indian Journal of Gastroenterology ; medical
Proceedings of The Combustion Institute ; engineering
Journal of Clinical Pathology-molecular Pathology ; medical
Journal of Experimental and Theoretical Physics ; mathphysics
Psicologia & Sociedade ; bio
Journal of Politeness Research-language Behaviour Culture ; social
Chemistry-an Asian Journal ; chem
Future Rheumatology ; medical
Lifetime Data Analysis ; social
Geochemical Journal ; earth
Techniques in Gastrointestinal Endoscopy ; medical
Journal of Mathematical Economics ; social
European Eating Disorders Review ; social
Process Safety Progress ; engineering
Journal of Nutritional Science and Vitaminology ; health
Journal of Correctional Health Care ; diseases
Clinical & Experimental Metastasis ; medical
Osteopathic Medicine and Primary Care ; medical
Restoration Ecology ; bio
Journal of International Management ; social
Wood and Fiber Science ; engineering
Rheumatology International ; medical
Applied Soil Ecology ; bio
Archives of Osteoporosis ; medical
Progress in Planning ; social
Journal of the History of Philosophy ; humanities
Journal of Korea Trade ; social
International Journal of Engineering Education ; social
Early Childhood Education Journal ; social
Journal of Smooth Muscle Research ; medical
Labor Studies Journal ; social
Transport Reviews ; engineering
Petroleum Science and Technology ; engineering
International Studies Review ; social
Critical Reviews in Solid State and Materials Sciences ; mathphysics
International Journal of Mathematical Education in Science and Technology ; social
Geographie Physique Et Quaternaire ; earth
Educational Researcher ; social
Pediatric Exercise Science ; health
Molecular Carcinogenesis ; medical
Astronomy Reports ; mathphysics
Current Cancer Therapy Reviews ; medical
The Physician and Sportsmedicine ; health
Petroleum Chemistry ; chem
Revista De Psiquiatria Clinica ; brain
Human Ecology ; earth
Journal of Plant Pathology ; bio
Exemplaria-a Journal of Theory in Medieval and Renaissance Studies ; humanities
International Journal of Management and Decision Making ; social
Iawa Journal ; bio
Stress ; brain
Hong Kong Journal of Occupational Therapy ; health
Current Vascular Pharmacology ; medical
Physics of Wave Phenomena ; eecs
Poznan Studies in Contemporary Linguistics ; humanities
ACM Transactions on Algorithms ; mathphysics
Genetics in Medicine ; medical
Seoul Journal of Korean Studies ; humanities
Acta Mathematica Hungarica ; mathphysics
Multidimensional Systems and Signal Processing ; mathphysics
Cell Communication and Signaling ; diseases
Environmental and Ecological Statistics ; social
Mycoses ; biotech
Journal of Bamboo and Rattan ; bio
Environmental Toxicology ; bio
Journal of Dispersion Science and Technology ; chem
Sequential Analysis ; social
Advances in Geometry ; mathphysics
Clinical Case Studies ; health
Aaps Pharmscitech ; chem
Gastrointestinal Nursing ; medical
Acta Clinica Croatica ; brain
Journal of World History ; humanities
Contemporary Problems of Ecology ; bio
Rhetorica-a Journal of The History of Rhetoric ; humanities
Gait & Posture ; brain
AIDS ; medical
International Tax and Public Finance ; social
International Review of Hydrobiology ; bio
Molecular Plant-microbe Interactions ; biotech
Animal Cells and Systems ; diseases
International Journal of Data Mining and Bioinformatics ; biotech
British Journal of Neurosurgery ; brain
Toxicology and Applied Pharmacology ; medical
International Journal of Communication Systems ; eecs
Journal of Water and Health ; diseases
Journal of Contemporary European Studies ; social
Annales De Chimie-science Des Materiaux ; engineering
World Englishes ; social
Post-communist Economies ; social
International Journal of Retail & Distribution Management ; social
Lung ; medical
Expert Review of Clinical Immunology ; diseases
BMC Physiology ; brain
Neohelicon ; humanities
Educational Review ; social
Journal of The American Society for Information Science ; eecs
Journal of Economic Issues ; social
Byzantinische Zeitschrift ; humanities
Revista Mexicana De Ingenieria Quimica ; chem
Physics World ; engineering
Education Economics ; social
Quaternary Geochronology ; earth
Journal of Psychology in Africa ; social
Nuclear Physics B-proceedings Supplements ; mathphysics
Manuscripta Mathematica ; mathphysics
Transportation Research Record ; engineering
Journal of AOAC International ; chem
Revista De La Real Academia De Ciencias Exactas Fisicas Y Naturales Serie A-matematicas ; mathphysics
Journal of Occupational Health Psychology ; social
Numerical Functional Analysis and Optimization ; mathphysics
International Journal of Cross Cultural Management ; social
Journal of the European Economic Association ; social
Psychological Review ; brain
Oral Diseases ; health
Tribology and Interface Engineering Series ; engineering
American Politics Research ; social
Ophthalmic Surgery and Lasers ; medical
Trends in Plant Science ; bio
European Food Research and Technology ; chem
Computers and Concrete ; engineering
Chemical Senses ; biotech
Oxidation of Metals ; engineering
Journal of Early Childhood Teacher Education ; social
Tribology Transactions ; engineering
Journal of Optoelectronics and Advanced Materials ; engineering
Medical Microbiology and Immunology ; bio
Wildlife Monographs ; bio
Aslib Proceedings ; eecs
Advances in Computational Mathematics ; mathphysics
Consciousness and Cognition ; brain
Sports Biomechanics ; health
British Journal of Plastic Surgery ; health
Journal of Vertebrate Paleontology ; earth
Facilities ; social
Educational and Psychological Measurement ; social
Tropical Science ; diseases
Journal of the History of Medicine and Allied Sciences ; humanities
Journal of Neuroradiology ; brain
Seminars in Dialysis ; health
Frontiers of Physics in China ; mathphysics
Journal of Luminescence ; mathphysics
Regulatory Peptides ; diseases
The Chinese-german Journal of Clinical Oncology ; medical
International Journal of Nuclear Desalination ; engineering
Ingenieria Quimica ; chem
Early Music History ; humanities
Clinics in Podiatric Medicine and Surgery ; health
European Accounting Review ; social
Critical Criminology ; social
Reproductive Health Matters ; diseases
Journal of Consumer Culture ; social
Environmental Toxicology and Chemistry ; interdiscipline
Northern Journal of Applied Forestry ; bio
Journal of Ornithology ; bio
Health Policy ; health
Journal of Risk and Uncertainty ; social
Cognitive Behaviour Therapy ; health
Russian Politics and Law ; social
Critical Sociology ; humanities
Ecology of Freshwater Fish ; bio
Hfsp Journal ; diseases
California Management Review ; social
Research on Aging ; health
Callaloo ; humanities
International Journal of Water Resources Development ; engineering
Digestive Diseases ; medical
Molecular Biology ; diseases
Mathematical Inequalities & Applications ; mathphysics
Journal of Family Psychology ; social
Australian Journal of Botany ; bio
Construction and Building Materials ; engineering
Studies in World Christianity ; social
Cardiovascular Surgery ; medical
Journal of Lie Theory ; mathphysics
Psychology of Music ; social
Epileptic Disorders ; brain
Journal of Bacteriology and Virology ; diseases
Acta Clinica Belgica ; medical
International Journal of Drug Policy ; health
Library Review ; eecs
Anti-Cancer Drugs ; medical
The Journal of Nuclear Medicine ; medical
Psychiatric Rehabilitation Journal ; health
American Journal of Geriatric Pharmacotherapy ; brain
Indian Journal of Occupational and Environmental Medicine ; health
Journal of Lower Genital Tract Disease ; medical
Veterinary Journal ; diseases
Research in Engineering Design ; engineering
Displays ; chem
Harvard Review of Psychiatry ; brain
Journal of Bioinformatics and Computational Biology ; biotech
Journal of Iberian Geology ; earth
International Journal of Advertising ; social
Current Opinion in Structural Biology ; biotech
Perspectives in Bioanalysis ; biotech
Annals of Botany ; bio
International Journal of Psychiatry in Medicine ; brain
Chemistry and Technology of Fuels and Oils ; engineering
Educational Studies in Mathematics ; social
Journal of Accounting, Auditing & Finance ; social
Doklady Earth Sciences ; earth
Journal of Computer and System Sciences ; mathphysics
International Journal for Numerical Methods in Biomedical Engineering ; engineering
Journal of Orthopaedic Nursing ; health
Journal of Modern Italian Studies ; humanities
American Museum Novitates ; earth
Exercise and Sport Sciences Reviews ; health
Journal of The Torrey Botanical Society ; bio
Journal of Plankton Research ; bio
Journal of Fusion Energy ; mathphysics
Physical Review Special Topics-physics Education Research ; social
New Testament Studies ; humanities
Journal of Complementary and Integrative Medicine ; chem
The New England Journal of Medicine ; medical
Journal of Social History ; humanities
Advances in Physical Organic Chemistry ; chem
Optometry and Vision Science ; health
Environment and Planning ; social
Nber Macroeconomics Annual ; social
Annual Review of Physical Chemistry ; chem
Baltic Journal of Road and Bridge Engineering ; engineering
Pakistan Journal of Nutrition ; health
Economic Inquiry ; social
American Indian and Alaska Native Mental Health Research ; health
Acta Biochimica Polonica ; biotech
Current Drug Therapy ; diseases
Techniques in Foot & Ankle Surgery ; health
